current_date,sale_id,product_id,product_name,product_price
2026-05-21,102,P010,External Hard Drive,100
2026-05-21,103,P001,Wireless Headphones,100
2026-05-21,104,P008,HDMI Cable,15
2026-05-21,105,P003,Bluetooth Speaker,50
2026-05-21,106,P008,HDMI Cable,15
2026-05-21,107,P001,Wireless Headphones,100
2026-05-21,108,P001,Wireless Headphones,100
2026-05-21,109,P004,USB Flash Drive,20
2026-05-21,110,P001,Wireless Headphones,100
2026-05-21,111,P003,Bluetooth Speaker,50
2026-05-21,112,P004,USB Flash Drive,20
2026-05-21,113,P004,USB Flash Drive,20
2026-05-21,114,P003,Bluetooth Speaker,50
2026-05-21,115,P003,Bluetooth Speaker,50
2026-05-21,116,P004,USB Flash Drive,20
2026-05-21,117,P008,HDMI Cable,15
2026-05-21,118,P008,HDMI Cable,15
2026-05-21,119,P009,Smartphone,600
2026-05-21,120,P001,Wireless Headphones,100
2026-05-21,121,P006,Wireless Mouse,30
2026-05-21,122,P001,Wireless Headphones,100
2026-05-21,123,P009,Smartphone,600
2026-05-21,124,P008,HDMI Cable,15
2026-05-21,125,P010,External Hard Drive,100
2026-05-21,126,P001,Wireless Headphones,100
2026-05-21,127,P007,Laptop Stand,40
2026-05-21,128,P001,Wireless Headphones,100
2026-05-21,129,P002,Laptop Backpack,60
2026-05-21,130,P009,Smartphone,600
2026-05-21,131,P007,Laptop Stand,40
2026-05-21,132,P003,Bluetooth Speaker,50
2026-05-21,133,P001,Wireless Headphones,100
2026-05-21,134,P005,Mobile Phone Case,15
2026-05-21,135,P006,Wireless Mouse,30
2026-05-21,136,P006,Wireless Mouse,30
2026-05-21,137,P003,Bluetooth Speaker,50
2026-05-21,138,P006,Wireless Mouse,30
2026-05-21,139,P002,Laptop Backpack,60
2026-05-21,140,P001,Wireless Headphones,100
2026-05-21,141,P010,External Hard Drive,100
2026-05-21,142,P010,External Hard Drive,100
2026-05-21,143,P003,Bluetooth Speaker,50
2026-05-21,144,P003,Bluetooth Speaker,50
2026-05-21,145,P010,External Hard Drive,100
2026-05-21,146,P001,Wireless Headphones,100
2026-05-21,147,P004,USB Flash Drive,20
2026-05-21,148,P002,Laptop Backpack,60
2026-05-21,149,P008,HDMI Cable,15
2026-05-21,150,P001,Wireless Headphones,100
2026-05-21,151,P001,Wireless Headphones,100
2026-05-21,152,P001,Wireless Headphones,100
2026-05-21,153,P003,Bluetooth Speaker,50
2026-05-21,154,P001,Wireless Headphones,100
2026-05-21,155,P006,Wireless Mouse,30
2026-05-21,156,P010,External Hard Drive,100
2026-05-21,157,P008,HDMI Cable,15
2026-05-21,158,P002,Laptop Backpack,60
2026-05-21,159,P008,HDMI Cable,15
2026-05-21,160,P003,Bluetooth Speaker,50
2026-05-21,161,P008,HDMI Cable,15
2026-05-21,162,P005,Mobile Phone Case,15
2026-05-21,163,P004,USB Flash Drive,20
2026-05-21,164,P003,Bluetooth Speaker,50
2026-05-21,165,P005,Mobile Phone Case,15
2026-05-21,166,P007,Laptop Stand,40
2026-05-21,167,P010,External Hard Drive,100
2026-05-21,168,P004,USB Flash Drive,20
2026-05-21,169,P006,Wireless Mouse,30
2026-05-21,170,P008,HDMI Cable,15
2026-05-21,171,P006,Wireless Mouse,30
2026-05-21,172,P005,Mobile Phone Case,15
2026-05-21,173,P009,Smartphone,600
2026-05-21,174,P007,Laptop Stand,40
2026-05-21,175,P001,Wireless Headphones,100
2026-05-21,176,P008,HDMI Cable,15
2026-05-21,177,P009,Smartphone,600
2026-05-21,178,P001,Wireless Headphones,100
2026-05-21,179,P001,Wireless Headphones,100
2026-05-21,180,P003,Bluetooth Speaker,50
2026-05-21,181,P006,Wireless Mouse,30
2026-05-21,182,P006,Wireless Mouse,30
2026-05-21,183,P001,Wireless Headphones,100
2026-05-21,184,P004,USB Flash Drive,20
2026-05-21,185,P008,HDMI Cable,15
2026-05-21,186,P001,Wireless Headphones,100
2026-05-21,187,P007,Laptop Stand,40
2026-05-21,188,P004,USB Flash Drive,20
2026-05-21,189,P001,Wireless Headphones,100
2026-05-21,190,P001,Wireless Headphones,100
2026-05-21,191,P006,Wireless Mouse,30
2026-05-21,192,P009,Smartphone,600
2026-05-21,193,P004,USB Flash Drive,20
2026-05-21,194,P004,USB Flash Drive,20
2026-05-21,195,P008,HDMI Cable,15
2026-05-21,196,P002,Laptop Backpack,60
2026-05-21,197,P006,Wireless Mouse,30
2026-05-21,198,P008,HDMI Cable,15
2026-05-21,199,P006,Wireless Mouse,30
2026-05-21,200,P003,Bluetooth Speaker,50
2026-05-21,201,P001,Wireless Headphones,100
2026-05-21,202,P004,USB Flash Drive,20
2026-05-21,203,P004,USB Flash Drive,20
2026-05-21,204,P002,Laptop Backpack,60
2026-05-21,205,P006,Wireless Mouse,30
2026-05-21,206,P004,USB Flash Drive,20
2026-05-21,207,P001,Wireless Headphones,100
2026-05-21,208,P005,Mobile Phone Case,15
2026-05-21,209,P002,Laptop Backpack,60
2026-05-21,210,P006,Wireless Mouse,30
2026-05-21,211,P003,Bluetooth Speaker,50
2026-05-21,212,P001,Wireless Headphones,100
2026-05-21,213,P003,Bluetooth Speaker,50
2026-05-21,214,P003,Bluetooth Speaker,50
2026-05-21,215,P009,Smartphone,600
2026-05-21,216,P008,HDMI Cable,15
2026-05-21,217,P010,External Hard Drive,100
2026-05-21,218,P006,Wireless Mouse,30
2026-05-21,219,P005,Mobile Phone Case,15
2026-05-21,220,P010,External Hard Drive,100
2026-05-21,221,P002,Laptop Backpack,60
2026-05-21,222,P005,Mobile Phone Case,15
2026-05-21,223,P010,External Hard Drive,100
2026-05-21,224,P004,USB Flash Drive,20
2026-05-21,225,P002,Laptop Backpack,60
2026-05-21,226,P007,Laptop Stand,40
2026-05-21,227,P010,External Hard Drive,100
2026-05-21,228,P009,Smartphone,600
2026-05-21,229,P009,Smartphone,600
2026-05-21,230,P004,USB Flash Drive,20
2026-05-21,231,P008,HDMI Cable,15
2026-05-21,232,P004,USB Flash Drive,20
2026-05-21,233,P005,Mobile Phone Case,15
2026-05-21,234,P001,Wireless Headphones,100
2026-05-21,235,P007,Laptop Stand,40
2026-05-21,236,P006,Wireless Mouse,30
2026-05-21,237,P001,Wireless Headphones,100
2026-05-21,238,P001,Wireless Headphones,100
2026-05-21,239,P006,Wireless Mouse,30
2026-05-21,240,P003,Bluetooth Speaker,50
2026-05-21,241,P005,Mobile Phone Case,15
2026-05-21,242,P003,Bluetooth Speaker,50
2026-05-21,243,P006,Wireless Mouse,30
2026-05-21,244,P006,Wireless Mouse,30
2026-05-21,245,P003,Bluetooth Speaker,50
2026-05-21,246,P002,Laptop Backpack,60
2026-05-21,247,P006,Wireless Mouse,30
2026-05-21,248,P009,Smartphone,600
2026-05-21,249,P001,Wireless Headphones,100
2026-05-21,250,P004,USB Flash Drive,20
2026-05-21,251,P009,Smartphone,600
2026-05-21,252,P001,Wireless Headphones,100
2026-05-21,253,P008,HDMI Cable,15
2026-05-21,254,P008,HDMI Cable,15
2026-05-21,255,P002,Laptop Backpack,60
2026-05-21,256,P008,HDMI Cable,15
2026-05-21,257,P002,Laptop Backpack,60
2026-05-21,258,P008,HDMI Cable,15
2026-05-21,259,P003,Bluetooth Speaker,50
2026-05-21,260,P007,Laptop Stand,40
2026-05-21,261,P003,Bluetooth Speaker,50
2026-05-21,262,P001,Wireless Headphones,100
2026-05-21,263,P002,Laptop Backpack,60
2026-05-21,264,P008,HDMI Cable,15
2026-05-21,265,P010,External Hard Drive,100
2026-05-21,266,P008,HDMI Cable,15
2026-05-21,267,P003,Bluetooth Speaker,50
2026-05-21,268,P003,Bluetooth Speaker,50
2026-05-21,269,P001,Wireless Headphones,100
2026-05-21,270,P001,Wireless Headphones,100
2026-05-21,271,P001,Wireless Headphones,100
2026-05-21,272,P001,Wireless Headphones,100
2026-05-21,273,P006,Wireless Mouse,30
2026-05-21,274,P001,Wireless Headphones,100
2026-05-21,275,P003,Bluetooth Speaker,50
2026-05-21,276,P010,External Hard Drive,100
2026-05-21,277,P001,Wireless Headphones,100
2026-05-21,278,P004,USB Flash Drive,20
2026-05-21,279,P003,Bluetooth Speaker,50
2026-05-21,280,P004,USB Flash Drive,20
2026-05-21,281,P002,Laptop Backpack,60
2026-05-21,282,P003,Bluetooth Speaker,50
2026-05-21,283,P008,HDMI Cable,15
2026-05-21,284,P001,Wireless Headphones,100
2026-05-21,285,P004,USB Flash Drive,20
2026-05-21,286,P007,Laptop Stand,40
2026-05-21,287,P010,External Hard Drive,100
2026-05-21,288,P007,Laptop Stand,40
2026-05-21,289,P001,Wireless Headphones,100
2026-05-21,290,P001,Wireless Headphones,100
2026-05-21,291,P001,Wireless Headphones,100
2026-05-21,292,P003,Bluetooth Speaker,50
2026-05-21,293,P004,USB Flash Drive,20
2026-05-21,294,P010,External Hard Drive,100
2026-05-21,295,P003,Bluetooth Speaker,50
2026-05-21,296,P001,Wireless Headphones,100
2026-05-21,297,P003,Bluetooth Speaker,50
2026-05-21,298,P003,Bluetooth Speaker,50
2026-05-21,299,P001,Wireless Headphones,100
2026-05-21,300,P008,HDMI Cable,15
2026-05-21,301,P009,Smartphone,600
2026-05-21,302,P006,Wireless Mouse,30
2026-05-21,303,P007,Laptop Stand,40
2026-05-21,304,P008,HDMI Cable,15
2026-05-21,305,P010,External Hard Drive,100
2026-05-21,306,P009,Smartphone,600
2026-05-21,307,P003,Bluetooth Speaker,50
2026-05-21,308,P009,Smartphone,600
2026-05-21,309,P004,USB Flash Drive,20
2026-05-21,310,P006,Wireless Mouse,30
2026-05-21,311,P003,Bluetooth Speaker,50
2026-05-21,312,P007,Laptop Stand,40
2026-05-21,313,P001,Wireless Headphones,100
2026-05-21,314,P003,Bluetooth Speaker,50
2026-05-21,315,P003,Bluetooth Speaker,50
2026-05-21,316,P002,Laptop Backpack,60
2026-05-21,317,P001,Wireless Headphones,100
2026-05-21,318,P008,HDMI Cable,15
2026-05-21,319,P003,Bluetooth Speaker,50
2026-05-21,320,P006,Wireless Mouse,30
2026-05-21,321,P002,Laptop Backpack,60
2026-05-21,322,P003,Bluetooth Speaker,50
2026-05-21,323,P002,Laptop Backpack,60
2026-05-21,324,P001,Wireless Headphones,100
2026-05-21,325,P010,External Hard Drive,100
2026-05-21,326,P003,Bluetooth Speaker,50
2026-05-21,327,P002,Laptop Backpack,60
2026-05-21,328,P008,HDMI Cable,15
2026-05-21,329,P006,Wireless Mouse,30
2026-05-21,330,P004,USB Flash Drive,20
2026-05-21,331,P001,Wireless Headphones,100
2026-05-21,332,P001,Wireless Headphones,100
2026-05-21,333,P008,HDMI Cable,15
2026-05-21,334,P009,Smartphone,600
2026-05-21,335,P006,Wireless Mouse,30
2026-05-21,336,P006,Wireless Mouse,30
2026-05-21,337,P010,External Hard Drive,100
2026-05-21,338,P007,Laptop Stand,40
2026-05-21,339,P004,USB Flash Drive,20
2026-05-21,340,P008,HDMI Cable,15
2026-05-21,341,P010,External Hard Drive,100
2026-05-21,342,P002,Laptop Backpack,60
2026-05-21,343,P010,External Hard Drive,100
2026-05-21,344,P007,Laptop Stand,40
2026-05-21,345,P010,External Hard Drive,100
2026-05-21,346,P003,Bluetooth Speaker,50
2026-05-21,347,P002,Laptop Backpack,60
2026-05-21,348,P005,Mobile Phone Case,15
2026-05-21,349,P010,External Hard Drive,100
2026-05-21,350,P001,Wireless Headphones,100
2026-05-21,351,P006,Wireless Mouse,30
2026-05-21,352,P001,Wireless Headphones,100
2026-05-21,353,P008,HDMI Cable,15
2026-05-21,354,P001,Wireless Headphones,100
2026-05-21,355,P006,Wireless Mouse,30
2026-05-21,356,P008,HDMI Cable,15
2026-05-21,357,P006,Wireless Mouse,30
2026-05-21,358,P002,Laptop Backpack,60
2026-05-21,359,P008,HDMI Cable,15
2026-05-21,360,P002,Laptop Backpack,60
2026-05-21,361,P008,HDMI Cable,15
2026-05-21,362,P006,Wireless Mouse,30
2026-05-21,363,P004,USB Flash Drive,20
2026-05-21,364,P008,HDMI Cable,15
2026-05-21,365,P004,USB Flash Drive,20
2026-05-21,366,P006,Wireless Mouse,30
2026-05-21,367,P001,Wireless Headphones,100
2026-05-21,368,P006,Wireless Mouse,30
2026-05-21,369,P004,USB Flash Drive,20
2026-05-21,370,P001,Wireless Headphones,100
2026-05-21,371,P004,USB Flash Drive,20
2026-05-21,372,P008,HDMI Cable,15
2026-05-21,373,P005,Mobile Phone Case,15
2026-05-21,374,P002,Laptop Backpack,60
2026-05-21,375,P009,Smartphone,600
2026-05-21,376,P010,External Hard Drive,100
2026-05-21,377,P004,USB Flash Drive,20
2026-05-21,378,P004,USB Flash Drive,20
2026-05-21,379,P001,Wireless Headphones,100
2026-05-21,380,P006,Wireless Mouse,30
2026-05-21,381,P005,Mobile Phone Case,15
2026-05-21,382,P001,Wireless Headphones,100
2026-05-21,383,P006,Wireless Mouse,30
2026-05-21,384,P003,Bluetooth Speaker,50
2026-05-21,385,P008,HDMI Cable,15
2026-05-21,386,P001,Wireless Headphones,100
2026-05-21,387,P006,Wireless Mouse,30
2026-05-21,388,P003,Bluetooth Speaker,50
2026-05-21,389,P001,Wireless Headphones,100
2026-05-21,390,P002,Laptop Backpack,60
2026-05-21,391,P007,Laptop Stand,40
2026-05-21,392,P006,Wireless Mouse,30
2026-05-21,393,P009,Smartphone,600
2026-05-21,394,P001,Wireless Headphones,100
2026-05-21,395,P007,Laptop Stand,40
2026-05-21,396,P004,USB Flash Drive,20
2026-05-21,397,P004,USB Flash Drive,20
2026-05-21,398,P001,Wireless Headphones,100
2026-05-21,399,P008,HDMI Cable,15
2026-05-21,400,P006,Wireless Mouse,30
2026-05-21,401,P003,Bluetooth Speaker,50
2026-05-21,402,P004,USB Flash Drive,20
2026-05-21,403,P010,External Hard Drive,100
2026-05-21,404,P002,Laptop Backpack,60
2026-05-21,405,P001,Wireless Headphones,100
2026-05-21,406,P008,HDMI Cable,15
2026-05-21,407,P010,External Hard Drive,100
2026-05-21,408,P004,USB Flash Drive,20
2026-05-21,409,P001,Wireless Headphones,100
2026-05-21,410,P004,USB Flash Drive,20
2026-05-21,411,P006,Wireless Mouse,30
2026-05-21,412,P002,Laptop Backpack,60
2026-05-21,413,P007,Laptop Stand,40
2026-05-21,414,P003,Bluetooth Speaker,50
2026-05-21,415,P003,Bluetooth Speaker,50
2026-05-21,416,P004,USB Flash Drive,20
2026-05-21,417,P004,USB Flash Drive,20
2026-05-21,418,P010,External Hard Drive,100
2026-05-21,419,P010,External Hard Drive,100
2026-05-21,420,P004,USB Flash Drive,20
2026-05-21,421,P001,Wireless Headphones,100
2026-05-21,422,P002,Laptop Backpack,60
2026-05-21,423,P001,Wireless Headphones,100
2026-05-21,424,P010,External Hard Drive,100
2026-05-21,425,P007,Laptop Stand,40
2026-05-21,426,P008,HDMI Cable,15
2026-05-21,427,P006,Wireless Mouse,30
2026-05-21,428,P005,Mobile Phone Case,15
2026-05-21,429,P003,Bluetooth Speaker,50
2026-05-21,430,P001,Wireless Headphones,100
2026-05-21,431,P001,Wireless Headphones,100
2026-05-21,432,P009,Smartphone,600
2026-05-21,433,P005,Mobile Phone Case,15
2026-05-21,434,P006,Wireless Mouse,30
2026-05-21,435,P001,Wireless Headphones,100
2026-05-21,436,P001,Wireless Headphones,100
2026-05-21,437,P001,Wireless Headphones,100
2026-05-21,438,P003,Bluetooth Speaker,50
2026-05-21,439,P001,Wireless Headphones,100
2026-05-21,440,P004,USB Flash Drive,20
2026-05-21,441,P003,Bluetooth Speaker,50
2026-05-21,442,P004,USB Flash Drive,20
2026-05-21,443,P001,Wireless Headphones,100
2026-05-21,444,P002,Laptop Backpack,60
2026-05-21,445,P003,Bluetooth Speaker,50
2026-05-21,446,P006,Wireless Mouse,30
2026-05-21,447,P003,Bluetooth Speaker,50
2026-05-21,448,P001,Wireless Headphones,100
2026-05-21,449,P004,USB Flash Drive,20
2026-05-21,450,P001,Wireless Headphones,100
2026-05-21,451,P006,Wireless Mouse,30
2026-05-21,452,P003,Bluetooth Speaker,50
2026-05-21,453,P003,Bluetooth Speaker,50
2026-05-21,454,P001,Wireless Headphones,100
2026-05-21,455,P001,Wireless Headphones,100
2026-05-21,456,P001,Wireless Headphones,100
2026-05-21,457,P004,USB Flash Drive,20
2026-05-21,458,P008,HDMI Cable,15
2026-05-21,459,P001,Wireless Headphones,100
2026-05-21,460,P003,Bluetooth Speaker,50
2026-05-21,461,P009,Smartphone,600
2026-05-21,462,P006,Wireless Mouse,30
2026-05-21,463,P010,External Hard Drive,100
2026-05-21,464,P010,External Hard Drive,100
2026-05-21,465,P004,USB Flash Drive,20
2026-05-21,466,P006,Wireless Mouse,30
2026-05-21,467,P006,Wireless Mouse,30
2026-05-21,468,P001,Wireless Headphones,100
2026-05-21,469,P004,USB Flash Drive,20
2026-05-21,470,P008,HDMI Cable,15
2026-05-21,471,P001,Wireless Headphones,100
2026-05-21,472,P006,Wireless Mouse,30
2026-05-21,473,P006,Wireless Mouse,30
2026-05-21,474,P008,HDMI Cable,15
2026-05-21,475,P001,Wireless Headphones,100
2026-05-21,476,P001,Wireless Headphones,100
2026-05-21,477,P002,Laptop Backpack,60
2026-05-21,478,P001,Wireless Headphones,100
2026-05-21,479,P001,Wireless Headphones,100
2026-05-21,480,P008,HDMI Cable,15
2026-05-21,481,P010,External Hard Drive,100
2026-05-21,482,P001,Wireless Headphones,100
2026-05-21,483,P008,HDMI Cable,15
2026-05-21,484,P010,External Hard Drive,100
2026-05-21,485,P010,External Hard Drive,100
2026-05-21,486,P005,Mobile Phone Case,15
2026-05-21,487,P008,HDMI Cable,15
2026-05-21,488,P004,USB Flash Drive,20
2026-05-21,489,P003,Bluetooth Speaker,50
2026-05-21,490,P004,USB Flash Drive,20
2026-05-21,491,P005,Mobile Phone Case,15
2026-05-21,492,P004,USB Flash Drive,20
2026-05-21,493,P009,Smartphone,600
2026-05-21,494,P006,Wireless Mouse,30
2026-05-21,495,P007,Laptop Stand,40
2026-05-21,496,P009,Smartphone,600
2026-05-21,497,P004,USB Flash Drive,20
2026-05-21,498,P006,Wireless Mouse,30
2026-05-21,499,P001,Wireless Headphones,100
2026-05-21,500,P001,Wireless Headphones,100
2026-05-21,501,P006,Wireless Mouse,30
2026-05-21,502,P002,Laptop Backpack,60
2026-05-21,503,P004,USB Flash Drive,20
2026-05-21,504,P001,Wireless Headphones,100
2026-05-21,505,P004,USB Flash Drive,20
2026-05-21,506,P010,External Hard Drive,100
2026-05-21,507,P003,Bluetooth Speaker,50
2026-05-21,508,P001,Wireless Headphones,100
2026-05-21,509,P006,Wireless Mouse,30
2026-05-21,510,P004,USB Flash Drive,20
2026-05-21,511,P009,Smartphone,600
2026-05-21,512,P004,USB Flash Drive,20
2026-05-21,513,P006,Wireless Mouse,30
2026-05-21,514,P010,External Hard Drive,100
2026-05-21,515,P001,Wireless Headphones,100
2026-05-21,516,P006,Wireless Mouse,30
2026-05-21,517,P010,External Hard Drive,100
2026-05-21,518,P006,Wireless Mouse,30
2026-05-21,519,P006,Wireless Mouse,30
2026-05-21,520,P001,Wireless Headphones,100
2026-05-21,521,P001,Wireless Headphones,100
2026-05-21,522,P003,Bluetooth Speaker,50
2026-05-21,523,P002,Laptop Backpack,60
2026-05-21,524,P001,Wireless Headphones,100
2026-05-21,525,P003,Bluetooth Speaker,50
2026-05-21,526,P003,Bluetooth Speaker,50
2026-05-21,527,P006,Wireless Mouse,30
2026-05-21,528,P001,Wireless Headphones,100
2026-05-21,529,P006,Wireless Mouse,30
2026-05-21,530,P008,HDMI Cable,15
2026-05-21,531,P010,External Hard Drive,100
2026-05-21,532,P004,USB Flash Drive,20
2026-05-21,533,P003,Bluetooth Speaker,50
2026-05-21,534,P001,Wireless Headphones,100
2026-05-21,535,P008,HDMI Cable,15
2026-05-21,536,P004,USB Flash Drive,20
2026-05-21,537,P006,Wireless Mouse,30
2026-05-21,538,P001,Wireless Headphones,100
2026-05-21,539,P003,Bluetooth Speaker,50
2026-05-21,540,P002,Laptop Backpack,60
2026-05-21,541,P001,Wireless Headphones,100
2026-05-21,542,P010,External Hard Drive,100
2026-05-21,543,P002,Laptop Backpack,60
2026-05-21,544,P006,Wireless Mouse,30
2026-05-21,545,P002,Laptop Backpack,60
2026-05-21,546,P008,HDMI Cable,15
2026-05-21,547,P002,Laptop Backpack,60
2026-05-21,548,P001,Wireless Headphones,100
2026-05-21,549,P003,Bluetooth Speaker,50
2026-05-21,550,P005,Mobile Phone Case,15
2026-05-21,551,P002,Laptop Backpack,60
2026-05-21,552,P002,Laptop Backpack,60
2026-05-21,553,P006,Wireless Mouse,30
2026-05-21,554,P007,Laptop Stand,40
2026-05-21,555,P001,Wireless Headphones,100
2026-05-21,556,P004,USB Flash Drive,20
2026-05-21,557,P010,External Hard Drive,100
2026-05-21,558,P006,Wireless Mouse,30
2026-05-21,559,P005,Mobile Phone Case,15
2026-05-21,560,P002,Laptop Backpack,60
2026-05-21,561,P004,USB Flash Drive,20
2026-05-21,562,P007,Laptop Stand,40
2026-05-21,563,P006,Wireless Mouse,30
2026-05-21,564,P001,Wireless Headphones,100
2026-05-21,565,P010,External Hard Drive,100
2026-05-21,566,P001,Wireless Headphones,100
2026-05-21,567,P002,Laptop Backpack,60
2026-05-21,568,P008,HDMI Cable,15
2026-05-21,569,P006,Wireless Mouse,30
2026-05-21,570,P001,Wireless Headphones,100
2026-05-21,571,P006,Wireless Mouse,30
2026-05-21,572,P004,USB Flash Drive,20
2026-05-21,573,P010,External Hard Drive,100
2026-05-21,574,P010,External Hard Drive,100
2026-05-21,575,P008,HDMI Cable,15
2026-05-21,576,P008,HDMI Cable,15
2026-05-21,577,P007,Laptop Stand,40
2026-05-21,578,P004,USB Flash Drive,20
2026-05-21,579,P007,Laptop Stand,40
2026-05-21,580,P001,Wireless Headphones,100
2026-05-21,581,P006,Wireless Mouse,30
2026-05-21,582,P004,USB Flash Drive,20
2026-05-21,583,P010,External Hard Drive,100
2026-05-21,584,P010,External Hard Drive,100
2026-05-21,585,P007,Laptop Stand,40
2026-05-21,586,P001,Wireless Headphones,100
2026-05-21,587,P007,Laptop Stand,40
2026-05-21,588,P004,USB Flash Drive,20
2026-05-21,589,P006,Wireless Mouse,30
2026-05-21,590,P006,Wireless Mouse,30
2026-05-21,591,P003,Bluetooth Speaker,50
2026-05-21,592,P006,Wireless Mouse,30
2026-05-21,593,P001,Wireless Headphones,100
2026-05-21,594,P001,Wireless Headphones,100
2026-05-21,595,P006,Wireless Mouse,30
2026-05-21,596,P010,External Hard Drive,100
2026-05-21,597,P006,Wireless Mouse,30
2026-05-21,598,P008,HDMI Cable,15
2026-05-21,599,P008,HDMI Cable,15
2026-05-21,600,P006,Wireless Mouse,30
2026-05-21,601,P005,Mobile Phone Case,15
2026-05-21,602,P002,Laptop Backpack,60
2026-05-21,603,P004,USB Flash Drive,20
2026-05-21,604,P009,Smartphone,600
2026-05-21,605,P010,External Hard Drive,100
2026-05-21,606,P010,External Hard Drive,100
2026-05-21,607,P002,Laptop Backpack,60
2026-05-21,608,P001,Wireless Headphones,100
2026-05-21,609,P001,Wireless Headphones,100
